smiles
CC1CCC23C(C)C(CO)=CC2(C)CCC13
O=C1C(O)=Cc2cccc3ccc(-c4ccccc4)c1c23
CC1(C)C2CC=C(CO)C1C2
O=C(O)CCC(O)C(=O)O
C=C1C(OC(C)=O)CC2(C)CC1C1(C)CCCC21C
CC(C)C1(O)CCC2(C)CC(=O)C(C)(O)CC(OC(=O)c3ccc(O)cc3)C21
C=CC(C)(C)c1cc2c(cc1O)OCC(c1ccc(O)cc1OC)=C2
CC(=O)C=CC12OC1(C)CC(O)CC2(C)C
CC1C(=O)OC2C1CCC1=CCCC(C)C12C
COc1cccc(CCc2ccc(OC)c(OC)c2)c1
N#CC(OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O)c1ccccc1
CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc3c(c1)CCC(C)(C)O3)CC2=O
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
CC(=O)c1occ2c1C(=O)c1c(O)cccc1C2=O
CC(C)CC(=O)OC1CCC(C)C2(C)C1=CC(=O)C1C2C1(C)C
C=C1C(=O)OC2C=C(C)CC=CC(C=O)=CC(OC(=O)C(C)C)C12
COc1cc2c(cc1OC)OC(C)(C)C=C2
COc1cc2c(cc1OC)OC(C)(C)C=C2
COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C(O)C(O)C(C)(C)O4
C=CC1(C)C=C2C(=O)C3(O)OC(=O)C4(CCCC(C)(C)C34)C2(O)C(O)C1
COc1c(O)cc2c3c(ccc(-c4ccccc4)c13)C=CC2=O
CC1=C2CC3(C)C(C)C(OC(=O)C=C(C)C)CC4OC43CC2(O)OC1=O
COc1cc(C=CC(=O)OCC(=O)C(OC)c2ccc(O)c(O)c2)ccc1O
COC1C=CC23c4cc5c(cc4CN(CCc4ccc(O)cc4)C2C(=O)N(C)C3C1)OCO5
CC(=O)CCC(C)C(=O)O
COc1c(C)c(OCC=C(C)C)cc2c1CN(CCO)C2=O
COc1c(C)c(OCC=C(C)C)cc2c1CN(CCO)C2=O
O=Cc1ccc2c(c1)C(c1cc(O)cc(O)c1)C(c1ccc(O)cc1)O2
CC12CC3(CCC4C(C)(C(=O)O)CCCC4(C)C3C(O)C1O)CC2=O
CCCOc1cncc(C)n1
COc1cc(O)c2c(=O)oc3c(O)c(OC)cc(O)c3c2c1
CC(O)(COC1(CO)OC(CO)C(O)C1O)C(O)CO
COc1c(O)cc2c(c1OC)CCc1cc(O)cc(O)c1-2
COc1c(O)cc2c(=O)oc3c(OC4OC(C)C(OC(C)=O)C(O)C4O)c(O)cc4c(=O)oc1c2c34
CC1=CC(=O)CC(C)(C)C1C=CC(O)CO
COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1CC=C(C)C
COc1ccc(C=CC(=O)OC2CCC(C)(C)C3(O)CC=C(C=O)C(C=O)C23C)cc1
CC1=CC(C)(C)C2C(O)OCC2C1=O
COc1cc(O)c2c(=O)oc(CC(C)O)cc2c1
COc1cc(O)cc(CCc2ccccc2)c1
CC=C(C)C(=O)OC1C(O)C(O)C(OC(=O)C(C)CC)C(OC(=O)C(C)CC)C1O
Cc1c(C(=O)NN2CCCCC2)nn2c3ccc(Cl)cc3c3cc(Cl)ccc3c12
CC1(C)C2CC(O)C3(CSCC(=O)OC13)C2
COC(=O)C1=COC(C)C2CN3CCC4(Nc5cc(OC)c(OC)cc5C4=O)C3CC12
CC(=O)OC1CC(C)C2=C3C1C(C)(C)CC3(C)OC2=O
Cc1c(O)c(C=O)c2c(c1O)C(=O)C(Cc1ccc3c(c1)OCO3)CO2
Cc1c(O)c(C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O
CC1=CC(=O)C2=C(C)CC(=O)C3C(C)C(=O)OC3C12
C=C(C)C1CC(=O)CC2=C(C1)C1C(=O)OC3CC(C)(O)C(C2=O)C31
C=C(C)C1Cc2c(O)ccc(O)c21
C1=CCOC1
Cc1ccc(C=O)cc1
c1ccc(C2CCN(C(c3ccccc3)c3ccccc3)C2c2ccccc2)cc1
CC(=O)c1ccc(Cl)s1
COC(=O)c1ccc2oc3cc(OC)ccc3c(=O)c2c1
CCCCCc1ccc(-c2ccc(C#N)cc2)cc1
CC1CCCC2=CC(OC2=O)C(C)(C)CCC1=O
C=C(C)C(=C)C
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2=C(CO)CCC12
CC(C)CCl
ClCCl
O=S1CC(O)C(CO)S1
